기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,점포_수,유사_업종_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수,업종_매핑
20191,11200535,왕십리도선동,CS100001,한식음식점,178,203,6,12,3,6,25,한식-단품요리일반
20191,11200535,왕십리도선동,CS100002,중식음식점,9,9,0,0,0,0,0,중식당
20191,11200535,왕십리도선동,CS100003,일식음식점,16,20,0,0,0,0,4,일식당
20191,11200535,왕십리도선동,CS100004,양식음식점,10,13,0,0,15,2,3,양식
20191,11200535,왕십리도선동,CS100005,제과점,12,18,6,1,0,0,6,베이커리
20191,11200535,왕십리도선동,CS100006,패스트푸드점,5,12,33,4,0,0,7,햄버거
20191,11200535,왕십리도선동,CS100007,치킨전문점,5,23,13,3,4,1,18,치킨
20191,11200535,왕십리도선동,CS100008,분식전문점,29,41,7,3,0,0,12,분식
20191,11200535,왕십리도선동,CS100009,호프-간이주점,57,62,3,2,2,1,5,호프/맥주
20191,11200535,왕십리도선동,CS100010,커피-음료,43,54,6,3,6,3,11,커피전문점
20191,11200535,왕십리도선동,CS300001,슈퍼마켓,28,38,0,0,0,0,10,식료품
20191,11200535,왕십리도선동,CS300002,편의점,7,25,0,0,0,0,18,식료품
20191,11200535,왕십리도선동,CS300005,주류도매,1,1,0,0,0,0,0,주류
20191,11200535,왕십리도선동,CS300006,미곡판매,7,7,0,0,0,0,0,식료품
20191,11200535,왕십리도선동,CS300007,육류판매,45,45,0,0,2,1,0,축산물
20191,11200535,왕십리도선동,CS300008,수산물판매,6,6,33,2,0,0,0,수산물
20191,11200535,왕십리도선동,CS300009,청과상,11,11,0,0,0,0,0,청과물
20191,11200535,왕십리도선동,CS300010,반찬가게,20,24,8,2,0,0,4,반찬
20191,11200540,마장동,CS100001,한식음식점,118,122,3,3,4,5,4,한식-단품요리일반
20191,11200540,마장동,CS100002,중식음식점,6,6,0,0,0,0,0,중식당
20191,11200540,마장동,CS100003,일식음식점,2,2,0,0,0,0,0,일식당
20191,11200540,마장동,CS100004,양식음식점,1,1,0,0,0,0,0,양식
20191,11200540,마장동,CS100005,제과점,0,4,0,0,0,0,4,베이커리
20191,11200540,마장동,CS100006,패스트푸드점,2,4,0,0,50,2,2,햄버거
20191,11200540,마장동,CS100007,치킨전문점,2,9,0,0,0,0,7,치킨
20191,11200540,마장동,CS100008,분식전문점,10,13,15,2,0,0,3,분식
20191,11200540,마장동,CS100009,호프-간이주점,19,22,0,0,9,2,3,호프/맥주
20191,11200540,마장동,CS100010,커피-음료,17,21,14,3,0,0,4,커피전문점
20191,11200540,마장동,CS300001,슈퍼마켓,32,36,0,0,6,2,4,식료품
20191,11200540,마장동,CS300002,편의점,1,13,8,1,0,0,12,식료품
20191,11200540,마장동,CS300005,주류도매,2,2,0,0,0,0,0,주류
20191,11200540,마장동,CS300006,미곡판매,3,3,33,1,0,0,0,식료품
20191,11200540,마장동,CS300007,육류판매,1559,1559,2,29,1,14,0,축산물
20191,11200540,마장동,CS300009,청과상,17,17,0,0,71,12,0,청과물
20191,11200540,마장동,CS300010,반찬가게,10,10,0,0,0,0,0,반찬
20191,11200550,사근동,CS100001,한식음식점,116,144,4,5,4,6,28,한식-단품요리일반
20191,11200550,사근동,CS100002,중식음식점,14,19,0,0,5,1,5,중식당
20191,11200550,사근동,CS100003,일식음식점,21,26,23,6,0,0,5,일식당
20191,11200550,사근동,CS100004,양식음식점,25,32,13,4,6,2,7,양식
20191,11200550,사근동,CS100005,제과점,1,8,13,1,25,2,7,베이커리
20191,11200550,사근동,CS100006,패스트푸드점,12,28,7,2,4,1,16,햄버거
20191,11200550,사근동,CS100007,치킨전문점,8,21,5,1,5,1,13,치킨
20191,11200550,사근동,CS100008,분식전문점,21,38,5,2,0,0,17,분식
20191,11200550,사근동,CS100009,호프-간이주점,61,69,0,0,3,2,8,호프/맥주
20191,11200550,사근동,CS100010,커피-음료,52,81,10,8,4,3,29,커피전문점
20191,11200550,사근동,CS300001,슈퍼마켓,14,18,0,0,11,2,4,식료품
20191,11200550,사근동,CS300002,편의점,10,34,9,3,0,0,24,식료품
20191,11200550,사근동,CS300006,미곡판매,2,2,0,0,0,0,0,식료품
20191,11200550,사근동,CS300007,육류판매,4,4,0,0,0,0,0,축산물
20191,11200550,사근동,CS300009,청과상,1,1,0,0,0,0,0,청과물
20191,11200550,사근동,CS300010,반찬가게,2,2,0,0,50,1,0,반찬
20191,11200580,응봉동,CS100001,한식음식점,9,9,0,0,0,0,0,한식-단품요리일반
20191,11200580,응봉동,CS100002,중식음식점,1,1,0,0,0,0,0,중식당
20191,11200580,응봉동,CS100004,양식음식점,1,1,0,0,0,0,0,양식
20191,11200580,응봉동,CS100005,제과점,0,1,0,0,0,0,1,베이커리
20191,11200580,응봉동,CS100006,패스트푸드점,1,2,0,0,0,0,1,햄버거
20191,11200580,응봉동,CS100007,치킨전문점,1,4,0,0,0,0,3,치킨
20191,11200580,응봉동,CS100008,분식전문점,6,6,0,0,0,0,0,분식
20191,11200580,응봉동,CS100009,호프-간이주점,5,6,0,0,0,0,1,호프/맥주
20191,11200580,응봉동,CS100010,커피-음료,7,9,11,1,0,0,2,커피전문점
20191,11200580,응봉동,CS300001,슈퍼마켓,14,14,7,1,0,0,0,식료품
20191,11200580,응봉동,CS300002,편의점,0,2,0,0,0,0,2,식료품
20191,11200580,응봉동,CS300006,미곡판매,1,1,0,0,0,0,0,식료품
20191,11200580,응봉동,CS300007,육류판매,2,2,0,0,0,0,0,축산물
20191,11200580,응봉동,CS300008,수산물판매,2,2,0,0,0,0,0,수산물
20191,11200580,응봉동,CS300009,청과상,3,3,0,0,0,0,0,청과물
20191,11200580,응봉동,CS300010,반찬가게,6,6,17,1,0,0,0,반찬
20191,11200590,금호1가동,CS100001,한식음식점,26,28,0,0,14,4,2,한식-단품요리일반
20191,11200590,금호1가동,CS100002,중식음식점,2,3,0,0,0,0,1,중식당
20191,11200590,금호1가동,CS100003,일식음식점,2,2,0,0,0,0,0,일식당
20191,11200590,금호1가동,CS100004,양식음식점,2,2,0,0,0,0,0,양식
20191,11200590,금호1가동,CS100005,제과점,2,3,0,0,0,0,1,베이커리
20191,11200590,금호1가동,CS100006,패스트푸드점,3,7,14,1,0,0,4,햄버거
20191,11200590,금호1가동,CS100007,치킨전문점,0,3,0,0,0,0,3,치킨
20191,11200590,금호1가동,CS100008,분식전문점,4,6,0,0,17,1,2,분식
20191,11200590,금호1가동,CS100009,호프-간이주점,7,8,0,0,13,1,1,호프/맥주
20191,11200590,금호1가동,CS100010,커피-음료,14,16,0,0,0,0,2,커피전문점
20191,11200590,금호1가동,CS300001,슈퍼마켓,10,13,8,1,8,1,3,식료품
20191,11200590,금호1가동,CS300002,편의점,0,3,0,0,0,0,3,식료품
20191,11200590,금호1가동,CS300005,주류도매,2,2,0,0,0,0,0,주류
20191,11200590,금호1가동,CS300006,미곡판매,3,3,0,0,0,0,0,식료품
20191,11200590,금호1가동,CS300007,육류판매,5,5,0,0,0,0,0,축산물
20191,11200590,금호1가동,CS300008,수산물판매,2,2,0,0,0,0,0,수산물
20191,11200590,금호1가동,CS300009,청과상,8,8,13,1,0,0,0,청과물
20191,11200590,금호1가동,CS300010,반찬가게,2,2,0,0,50,1,0,반찬
20191,11200615,금호2·3가동,CS100001,한식음식점,95,102,0,0,1,1,7,한식-단품요리일반
20191,11200615,금호2·3가동,CS100002,중식음식점,4,5,0,0,0,0,1,중식당
20191,11200615,금호2·3가동,CS100003,일식음식점,3,3,0,0,0,0,0,일식당
20191,11200615,금호2·3가동,CS100004,양식음식점,3,3,0,0,33,1,0,양식
20191,11200615,금호2·3가동,CS100005,제과점,3,7,29,2,14,1,4,베이커리
20191,11200615,금호2·3가동,CS100006,패스트푸드점,3,9,0,0,0,0,6,햄버거
20191,11200615,금호2·3가동,CS100007,치킨전문점,4,16,6,1,6,1,12,치킨
20191,11200615,금호2·3가동,CS100008,분식전문점,16,19,5,1,0,0,3,분식
20191,11200615,금호2·3가동,CS100009,호프-간이주점,28,29,3,1,3,1,1,호프/맥주
20191,11200615,금호2·3가동,CS100010,커피-음료,20,27,0,0,4,1,7,커피전문점
20191,11200615,금호2·3가동,CS300001,슈퍼마켓,20,23,0,0,4,1,3,식료품
20191,11200615,금호2·3가동,CS300002,편의점,2,11,0,0,0,0,9,식료품
20191,11200615,금호2·3가동,CS300005,주류도매,2,2,50,1,0,0,0,주류
20191,11200615,금호2·3가동,CS300006,미곡판매,5,5,0,0,0,0,0,식료품
20191,11200615,금호2·3가동,CS300007,육류판매,13,13,0,0,0,0,0,축산물
20191,11200615,금호2·3가동,CS300008,수산물판매,7,7,0,0,14,1,0,수산물
20191,11200615,금호2·3가동,CS300009,청과상,5,5,0,0,0,0,0,청과물
20191,11200615,금호2·3가동,CS300010,반찬가게,14,14,7,1,0,0,0,반찬
20191,11200620,금호4가동,CS100001,한식음식점,49,53,6,3,6,3,4,한식-단품요리일반
20191,11200620,금호4가동,CS100002,중식음식점,3,3,0,0,0,0,0,중식당
20191,11200620,금호4가동,CS100003,일식음식점,2,2,0,0,0,0,0,일식당
20191,11200620,금호4가동,CS100004,양식음식점,6,6,17,1,0,0,0,양식
20191,11200620,금호4가동,CS100005,제과점,3,6,0,0,0,0,3,베이커리
20191,11200620,금호4가동,CS100006,패스트푸드점,2,4,0,0,0,0,2,햄버거
20191,11200620,금호4가동,CS100007,치킨전문점,1,9,11,1,0,0,8,치킨
20191,11200620,금호4가동,CS100008,분식전문점,7,12,0,0,0,0,5,분식
20191,11200620,금호4가동,CS100009,호프-간이주점,26,26,4,1,4,1,0,호프/맥주
20191,11200620,금호4가동,CS100010,커피-음료,10,14,7,1,7,1,4,커피전문점
20191,11200620,금호4가동,CS300001,슈퍼마켓,6,10,0,0,0,0,4,식료품
20191,11200620,금호4가동,CS300002,편의점,1,8,13,1,0,0,7,식료품
20191,11200620,금호4가동,CS300006,미곡판매,3,3,0,0,0,0,0,식료품
20191,11200620,금호4가동,CS300007,육류판매,4,4,25,1,0,0,0,축산물
20191,11200620,금호4가동,CS300008,수산물판매,2,2,0,0,0,0,0,수산물
20191,11200620,금호4가동,CS300009,청과상,3,3,0,0,0,0,0,청과물
20191,11200620,금호4가동,CS300010,반찬가게,1,1,0,0,0,0,0,반찬
20191,11200645,옥수동,CS100001,한식음식점,39,45,2,1,4,2,6,한식-단품요리일반
20191,11200645,옥수동,CS100002,중식음식점,4,5,0,0,0,0,1,중식당
20191,11200645,옥수동,CS100003,일식음식점,9,9,11,1,22,2,0,일식당
20191,11200645,옥수동,CS100004,양식음식점,5,5,0,0,0,0,0,양식
20191,11200645,옥수동,CS100005,제과점,9,13,0,0,0,0,4,베이커리
20191,11200645,옥수동,CS100006,패스트푸드점,7,12,8,1,0,0,5,햄버거
20191,11200645,옥수동,CS100007,치킨전문점,3,9,0,0,0,0,6,치킨
20191,11200645,옥수동,CS100008,분식전문점,6,10,0,0,0,0,4,분식
20191,11200645,옥수동,CS100009,호프-간이주점,9,10,20,2,10,1,1,호프/맥주
20191,11200645,옥수동,CS100010,커피-음료,18,23,0,0,4,1,5,커피전문점
20191,11200645,옥수동,CS300001,슈퍼마켓,13,20,10,2,0,0,7,식료품
20191,11200645,옥수동,CS300002,편의점,2,6,0,0,17,1,4,식료품
20191,11200645,옥수동,CS300005,주류도매,2,2,0,0,0,0,0,주류
20191,11200645,옥수동,CS300006,미곡판매,2,2,0,0,0,0,0,식료품
20191,11200645,옥수동,CS300007,육류판매,10,10,0,0,0,0,0,축산물
20191,11200645,옥수동,CS300008,수산물판매,2,2,0,0,50,1,0,수산물
20191,11200645,옥수동,CS300009,청과상,4,4,0,0,0,0,0,청과물
20191,11200645,옥수동,CS300010,반찬가게,8,8,0,0,0,0,0,반찬
20191,11200650,성수1가1동,CS100001,한식음식점,57,60,2,1,5,3,3,한식-단품요리일반
20191,11200650,성수1가1동,CS100002,중식음식점,6,6,0,0,0,0,0,중식당
20191,11200650,성수1가1동,CS100003,일식음식점,4,4,0,0,0,0,0,일식당
20191,11200650,성수1가1동,CS100004,양식음식점,13,14,0,0,14,2,1,양식
20191,11200650,성수1가1동,CS100005,제과점,9,10,0,0,0,0,1,베이커리
20191,11200650,성수1가1동,CS100006,패스트푸드점,3,6,0,0,0,0,3,햄버거
20191,11200650,성수1가1동,CS100007,치킨전문점,3,8,13,1,0,0,5,치킨
20191,11200650,성수1가1동,CS100008,분식전문점,12,16,13,2,0,0,4,분식
20191,11200650,성수1가1동,CS100009,호프-간이주점,15,16,6,1,0,0,1,호프/맥주
20191,11200650,성수1가1동,CS100010,커피-음료,27,33,3,1,6,2,6,커피전문점
20191,11200650,성수1가1동,CS300001,슈퍼마켓,12,19,0,0,0,0,7,식료품
20191,11200650,성수1가1동,CS300002,편의점,3,11,9,1,9,1,8,식료품
20191,11200650,성수1가1동,CS300005,주류도매,5,5,0,0,0,0,0,주류
20191,11200650,성수1가1동,CS300006,미곡판매,2,2,0,0,0,0,0,식료품
20191,11200650,성수1가1동,CS300007,육류판매,6,6,0,0,0,0,0,축산물
20191,11200650,성수1가1동,CS300008,수산물판매,1,1,0,0,0,0,0,수산물
20191,11200650,성수1가1동,CS300009,청과상,3,3,0,0,33,1,0,청과물
20191,11200650,성수1가1동,CS300010,반찬가게,7,7,0,0,14,1,0,반찬
20191,11200660,성수1가2동,CS100001,한식음식점,151,169,6,10,4,6,18,한식-단품요리일반
20191,11200660,성수1가2동,CS100002,중식음식점,7,8,0,0,25,2,1,중식당
20191,11200660,성수1가2동,CS100003,일식음식점,22,23,17,4,0,0,1,일식당
20191,11200660,성수1가2동,CS100004,양식음식점,35,37,5,2,3,1,2,양식
20191,11200660,성수1가2동,CS100005,제과점,9,11,9,1,9,1,2,베이커리
20191,11200660,성수1가2동,CS100006,패스트푸드점,6,13,8,1,8,1,7,햄버거
20191,11200660,성수1가2동,CS100007,치킨전문점,1,13,0,0,0,0,12,치킨
20191,11200660,성수1가2동,CS100008,분식전문점,19,24,0,0,4,1,5,분식
20191,11200660,성수1가2동,CS100009,호프-간이주점,18,28,4,1,4,1,10,호프/맥주
20191,11200660,성수1가2동,CS100010,커피-음료,87,103,7,7,5,5,16,커피전문점
20191,11200660,성수1가2동,CS300001,슈퍼마켓,14,21,19,4,0,0,7,식료품
20191,11200660,성수1가2동,CS300002,편의점,7,24,0,0,0,0,17,식료품
20191,11200660,성수1가2동,CS300005,주류도매,1,1,0,0,0,0,0,주류
20191,11200660,성수1가2동,CS300006,미곡판매,3,3,0,0,0,0,0,식료품
20191,11200660,성수1가2동,CS300007,육류판매,16,16,6,1,0,0,0,축산물
20191,11200660,성수1가2동,CS300008,수산물판매,2,2,0,0,0,0,0,수산물
20191,11200660,성수1가2동,CS300009,청과상,6,6,0,0,0,0,0,청과물
20191,11200660,성수1가2동,CS300010,반찬가게,15,16,6,1,0,0,1,반찬
20191,11200670,성수2가1동,CS100001,한식음식점,163,174,7,12,9,15,11,한식-단품요리일반
20191,11200670,성수2가1동,CS100002,중식음식점,11,12,8,1,8,1,1,중식당
20191,11200670,성수2가1동,CS100003,일식음식점,5,6,0,0,17,1,1,일식당
20191,11200670,성수2가1동,CS100004,양식음식점,16,19,5,1,0,0,3,양식
20191,11200670,성수2가1동,CS100005,제과점,7,10,0,0,0,0,3,베이커리
20191,11200670,성수2가1동,CS100006,패스트푸드점,4,9,11,1,11,1,5,햄버거
20191,11200670,성수2가1동,CS100007,치킨전문점,5,12,0,0,8,1,7,치킨
20191,11200670,성수2가1동,CS100008,분식전문점,30,38,5,2,3,1,8,분식
20191,11200670,성수2가1동,CS100009,호프-간이주점,47,50,4,2,2,1,3,호프/맥주
20191,11200670,성수2가1동,CS100010,커피-음료,46,55,11,6,9,5,9,커피전문점
20191,11200670,성수2가1동,CS300001,슈퍼마켓,28,31,0,0,7,2,3,식료품
20191,11200670,성수2가1동,CS300002,편의점,2,20,5,1,20,4,18,식료품
20191,11200670,성수2가1동,CS300005,주류도매,3,3,0,0,0,0,0,주류
20191,11200670,성수2가1동,CS300006,미곡판매,6,6,0,0,0,0,0,식료품
20191,11200670,성수2가1동,CS300007,육류판매,11,11,0,0,0,0,0,축산물
20191,11200670,성수2가1동,CS300008,수산물판매,16,16,6,1,0,0,0,수산물
20191,11200670,성수2가1동,CS300009,청과상,16,16,6,1,0,0,0,청과물
20191,11200670,성수2가1동,CS300010,반찬가게,26,26,4,1,8,2,0,반찬
20191,11200690,성수2가3동,CS100001,한식음식점,228,255,3,8,2,5,27,한식-단품요리일반
20191,11200690,성수2가3동,CS100002,중식음식점,15,16,0,0,0,0,1,중식당
20191,11200690,성수2가3동,CS100003,일식음식점,22,27,19,5,4,1,5,일식당
20191,11200690,성수2가3동,CS100004,양식음식점,24,28,4,1,0,0,4,양식
20191,11200690,성수2가3동,CS100005,제과점,11,17,12,2,0,0,6,베이커리
20191,11200690,성수2가3동,CS100006,패스트푸드점,10,18,11,2,0,0,8,햄버거
20191,11200690,성수2가3동,CS100007,치킨전문점,3,12,0,0,0,0,9,치킨
20191,11200690,성수2가3동,CS100008,분식전문점,23,28,11,3,11,3,5,분식
20191,11200690,성수2가3동,CS100009,호프-간이주점,38,47,4,2,4,2,9,호프/맥주
20191,11200690,성수2가3동,CS100010,커피-음료,84,104,10,10,4,4,20,커피전문점
20191,11200690,성수2가3동,CS300001,슈퍼마켓,29,43,2,1,7,3,14,식료품
20191,11200690,성수2가3동,CS300002,편의점,8,47,9,4,4,2,39,식료품
20191,11200690,성수2가3동,CS300005,주류도매,6,6,0,0,0,0,0,주류
20191,11200690,성수2가3동,CS300006,미곡판매,5,5,20,1,0,0,0,식료품
20191,11200690,성수2가3동,CS300007,육류판매,14,14,7,1,0,0,0,축산물
20191,11200690,성수2가3동,CS300008,수산물판매,3,3,0,0,0,0,0,수산물
20191,11200690,성수2가3동,CS300009,청과상,13,13,0,0,0,0,0,청과물
20191,11200690,성수2가3동,CS300010,반찬가게,45,46,7,3,2,1,1,반찬
20191,11200790,용답동,CS100001,한식음식점,119,131,5,7,4,5,12,한식-단품요리일반
20191,11200790,용답동,CS100002,중식음식점,7,7,0,0,0,0,0,중식당
20191,11200790,용답동,CS100003,일식음식점,7,7,0,0,14,1,0,일식당
20191,11200790,용답동,CS100004,양식음식점,5,6,0,0,0,0,1,양식
20191,11200790,용답동,CS100005,제과점,1,3,33,1,33,1,2,베이커리
20191,11200790,용답동,CS100006,패스트푸드점,2,5,0,0,0,0,3,햄버거
20191,11200790,용답동,CS100007,치킨전문점,3,12,0,0,0,0,9,치킨
20191,11200790,용답동,CS100008,분식전문점,14,18,6,1,6,1,4,분식
20191,11200790,용답동,CS100009,호프-간이주점,24,33,3,1,0,0,9,호프/맥주
20191,11200790,용답동,CS100010,커피-음료,25,33,9,3,9,3,8,커피전문점
20191,11200790,용답동,CS300001,슈퍼마켓,36,38,0,0,5,2,2,식료품
20191,11200790,용답동,CS300002,편의점,3,16,0,0,0,0,13,식료품
20191,11200790,용답동,CS300005,주류도매,1,1,0,0,0,0,0,주류
20191,11200790,용답동,CS300006,미곡판매,3,3,0,0,0,0,0,식료품
20191,11200790,용답동,CS300007,육류판매,30,30,10,3,3,1,0,축산물
20191,11200790,용답동,CS300008,수산물판매,5,5,0,0,0,0,0,수산물
20191,11200790,용답동,CS300009,청과상,15,15,7,1,13,2,0,청과물
20191,11200790,용답동,CS300010,반찬가게,7,7,29,2,0,0,0,반찬
20192,11200535,왕십리도선동,CS100001,한식음식점,180,203,4,8,4,8,23,한식-단품요리일반
20192,11200535,왕십리도선동,CS100002,중식음식점,9,9,0,0,0,0,0,중식당
20192,11200535,왕십리도선동,CS100003,일식음식점,17,21,14,3,10,2,4,일식당
20192,11200535,왕십리도선동,CS100004,양식음식점,11,14,14,2,7,1,3,양식
20192,11200535,왕십리도선동,CS100005,제과점,13,19,5,1,0,0,6,베이커리
20192,11200535,왕십리도선동,CS100006,패스트푸드점,5,13,8,1,0,0,8,햄버거
20192,11200535,왕십리도선동,CS100007,치킨전문점,5,23,0,0,0,0,18,치킨
20192,11200535,왕십리도선동,CS100008,분식전문점,29,40,5,2,8,3,11,분식
20192,11200535,왕십리도선동,CS100009,호프-간이주점,51,55,2,1,15,8,4,호프/맥주
20192,11200535,왕십리도선동,CS100010,커피-음료,44,55,6,3,4,2,11,커피전문점
20192,11200535,왕십리도선동,CS300001,슈퍼마켓,28,38,3,1,3,1,10,식료품
20192,11200535,왕십리도선동,CS300002,편의점,6,24,4,1,8,2,18,식료품
20192,11200535,왕십리도선동,CS300005,주류도매,1,1,0,0,0,0,0,주류
20192,11200535,왕십리도선동,CS300006,미곡판매,7,7,0,0,0,0,0,식료품
20192,11200535,왕십리도선동,CS300007,육류판매,45,45,2,1,2,1,0,축산물
20192,11200535,왕십리도선동,CS300008,수산물판매,6,6,0,0,0,0,0,수산물
20192,11200535,왕십리도선동,CS300009,청과상,11,11,9,1,9,1,0,청과물
20192,11200535,왕십리도선동,CS300010,반찬가게,21,26,12,3,4,1,5,반찬
20192,11200540,마장동,CS100001,한식음식점,120,124,2,3,1,1,4,한식-단품요리일반
20192,11200540,마장동,CS100002,중식음식점,6,6,0,0,0,0,0,중식당
20192,11200540,마장동,CS100003,일식음식점,2,2,0,0,0,0,0,일식당
20192,11200540,마장동,CS100004,양식음식점,1,1,0,0,0,0,0,양식
20192,11200540,마장동,CS100005,제과점,1,5,40,2,20,1,4,베이커리
20192,11200540,마장동,CS100006,패스트푸드점,2,4,0,0,0,0,2,햄버거
20192,11200540,마장동,CS100007,치킨전문점,2,9,11,1,11,1,7,치킨
20192,11200540,마장동,CS100008,분식전문점,10,13,0,0,0,0,3,분식
20192,11200540,마장동,CS100009,호프-간이주점,19,22,0,0,0,0,3,호프/맥주
20192,11200540,마장동,CS100010,커피-음료,17,21,5,1,5,1,4,커피전문점
20192,11200540,마장동,CS300001,슈퍼마켓,32,36,3,1,3,1,4,식료품
20192,11200540,마장동,CS300002,편의점,1,13,0,0,0,0,12,식료품
20192,11200540,마장동,CS300005,주류도매,2,2,0,0,0,0,0,주류
20192,11200540,마장동,CS300006,미곡판매,3,3,0,0,0,0,0,식료품
20192,11200540,마장동,CS300007,육류판매,1581,1581,2,33,1,11,0,축산물
20192,11200540,마장동,CS300008,수산물판매,1,1,100,1,0,0,0,수산물
20192,11200540,마장동,CS300009,청과상,15,15,0,0,13,2,0,청과물
20192,11200540,마장동,CS300010,반찬가게,10,10,0,0,0,0,0,반찬
20192,11200550,사근동,CS100001,한식음식점,116,142,4,5,5,7,26,한식-단품요리일반
20192,11200550,사근동,CS100002,중식음식점,17,22,18,4,5,1,5,중식당
20192,11200550,사근동,CS100003,일식음식점,21,26,8,2,8,2,5,일식당
20192,11200550,사근동,CS100004,양식음식점,23,30,3,1,10,3,7,양식
20192,11200550,사근동,CS100005,제과점,1,8,0,0,0,0,7,베이커리
20192,11200550,사근동,CS100006,패스트푸드점,10,25,0,0,12,3,15,햄버거
20192,11200550,사근동,CS100007,치킨전문점,8,21,5,1,5,1,13,치킨
20192,11200550,사근동,CS100008,분식전문점,21,38,0,0,0,0,17,분식
20192,11200550,사근동,CS100009,호프-간이주점,61,70,6,4,4,3,9,호프/맥주
20192,11200550,사근동,CS100010,커피-음료,51,80,5,4,6,5,29,커피전문점
20192,11200550,사근동,CS300001,슈퍼마켓,14,18,0,0,0,0,4,식료품
20192,11200550,사근동,CS300002,편의점,10,34,0,0,0,0,24,식료품
20192,11200550,사근동,CS300006,미곡판매,2,2,0,0,0,0,0,식료품
20192,11200550,사근동,CS300007,육류판매,4,4,0,0,0,0,0,축산물
20192,11200550,사근동,CS300009,청과상,1,1,100,1,100,1,0,청과물
20192,11200550,사근동,CS300010,반찬가게,2,2,0,0,0,0,0,반찬
20192,11200580,응봉동,CS100001,한식음식점,9,9,0,0,0,0,0,한식-단품요리일반
20192,11200580,응봉동,CS100002,중식음식점,1,1,0,0,0,0,0,중식당
20192,11200580,응봉동,CS100004,양식음식점,1,1,0,0,0,0,0,양식
20192,11200580,응봉동,CS100005,제과점,0,1,0,0,0,0,1,베이커리
20192,11200580,응봉동,CS100006,패스트푸드점,0,1,0,0,100,1,1,햄버거
20192,11200580,응봉동,CS100007,치킨전문점,1,4,25,1,25,1,3,치킨
20192,11200580,응봉동,CS100008,분식전문점,6,6,0,0,0,0,0,분식
20192,11200580,응봉동,CS100009,호프-간이주점,5,6,0,0,0,0,1,호프/맥주
20192,11200580,응봉동,CS100010,커피-음료,7,9,11,1,11,1,2,커피전문점
20192,11200580,응봉동,CS300001,슈퍼마켓,14,14,14,2,14,2,0,식료품
20192,11200580,응봉동,CS300002,편의점,0,2,0,0,0,0,2,식료품
20192,11200580,응봉동,CS300006,미곡판매,1,1,0,0,0,0,0,식료품
20192,11200580,응봉동,CS300007,육류판매,2,2,0,0,0,0,0,축산물
20192,11200580,응봉동,CS300008,수산물판매,2,2,0,0,0,0,0,수산물
20192,11200580,응봉동,CS300009,청과상,3,3,0,0,0,0,0,청과물
20192,11200580,응봉동,CS300010,반찬가게,6,6,0,0,0,0,0,반찬
20192,11200590,금호1가동,CS100001,한식음식점,24,26,0,0,8,2,2,한식-단품요리일반
20192,11200590,금호1가동,CS100002,중식음식점,2,4,25,1,0,0,2,중식당
20192,11200590,금호1가동,CS100003,일식음식점,2,2,0,0,0,0,0,일식당
20192,11200590,금호1가동,CS100004,양식음식점,2,2,0,0,0,0,0,양식
20192,11200590,금호1가동,CS100005,제과점,2,3,0,0,0,0,1,베이커리
20192,11200590,금호1가동,CS100006,패스트푸드점,3,8,13,1,0,0,5,햄버거
20192,11200590,금호1가동,CS100007,치킨전문점,0,3,0,0,0,0,3,치킨
20192,11200590,금호1가동,CS100008,분식전문점,4,6,0,0,0,0,2,분식
20192,11200590,금호1가동,CS100009,호프-간이주점,7,8,0,0,0,0,1,호프/맥주
20192,11200590,금호1가동,CS100010,커피-음료,14,16,0,0,0,0,2,커피전문점
20192,11200590,금호1가동,CS300001,슈퍼마켓,10,14,7,1,0,0,4,식료품
20192,11200590,금호1가동,CS300002,편의점,0,3,0,0,0,0,3,식료품
20192,11200590,금호1가동,CS300005,주류도매,2,2,0,0,0,0,0,주류
20192,11200590,금호1가동,CS300006,미곡판매,3,3,0,0,0,0,0,식료품
20192,11200590,금호1가동,CS300007,육류판매,5,5,0,0,0,0,0,축산물
20192,11200590,금호1가동,CS300008,수산물판매,2,2,0,0,0,0,0,수산물
20192,11200590,금호1가동,CS300009,청과상,8,8,0,0,0,0,0,청과물
20192,11200590,금호1가동,CS300010,반찬가게,2,2,0,0,0,0,0,반찬
20192,11200615,금호2·3가동,CS100001,한식음식점,95,102,5,5,5,5,7,한식-단품요리일반
20192,11200615,금호2·3가동,CS100002,중식음식점,4,5,0,0,0,0,1,중식당
20192,11200615,금호2·3가동,CS100003,일식음식점,4,4,25,1,0,0,0,일식당
20192,11200615,금호2·3가동,CS100004,양식음식점,3,3,0,0,0,0,0,양식
20192,11200615,금호2·3가동,CS100005,제과점,5,9,22,2,0,0,4,베이커리
20192,11200615,금호2·3가동,CS100006,패스트푸드점,3,10,10,1,0,0,7,햄버거
20192,11200615,금호2·3가동,CS100007,치킨전문점,4,17,6,1,0,0,13,치킨
20192,11200615,금호2·3가동,CS100008,분식전문점,16,19,5,1,5,1,3,분식
20192,11200615,금호2·3가동,CS100009,호프-간이주점,27,28,7,2,11,3,1,호프/맥주
20192,11200615,금호2·3가동,CS100010,커피-음료,21,28,7,2,4,1,7,커피전문점
20192,11200615,금호2·3가동,CS300001,슈퍼마켓,20,23,0,0,0,0,3,식료품
20192,11200615,금호2·3가동,CS300002,편의점,2,10,0,0,10,1,8,식료품
